cohort,character_name,ocid,date,level,exp,exp_rate,combat_power,error_code
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-18,281,15786414932191,42.652,24923788,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-19,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-20,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-21,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-22,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-23,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-24,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-25,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-26,281,15786414932191,42.652,24923788,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-27,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-28,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-29,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-06-30,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-01,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-02,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-03,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-04,281,15786414932191,42.652,24923788,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-05,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-06,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-07,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-08,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-09,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-10,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-11,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-12,281,15786414932191,42.652,24923788,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-13,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-14,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-15,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-16,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-17,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-18,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-19,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-20,281,15786414932191,42.652,24923788,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-21,281,15786414932191,42.652,,
burnend,타코네,7e3780b4c672a5f03b4396997df1b4dc,2026-07-22,281,15786414932191,42.652,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-18,281,17485725788905,47.243,40681940,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-19,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-20,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-21,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-22,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-23,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-24,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-25,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-26,281,17485725788905,47.243,40681940,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-27,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-28,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-29,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-06-30,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-01,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-02,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-03,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-04,281,17485725788905,47.243,40681940,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-05,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-06,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-07,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-08,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-09,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-10,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-11,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-12,281,17485725788905,47.243,40681940,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-13,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-14,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-15,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-16,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-17,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-18,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-19,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-20,281,17485725788905,47.243,40681940,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-21,281,17485725788905,47.243,,
burnend,긴긴서사,811ca7351540d010b63e255977de53c3,2026-07-22,281,17485725788905,47.243,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-18,281,15365562267535,41.515,28016804,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-19,281,15365562267535,41.515,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-20,281,15365562267535,41.515,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-21,281,15365562267535,41.515,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-22,281,15365562267535,41.515,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-23,281,15810532987964,42.717,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-24,281,16012163472879,43.262,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-25,281,16162816507538,43.669,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-26,281,16162816507538,43.669,29707107,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-27,281,16192844905588,43.750,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-28,281,16279444286359,43.984,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-29,281,16871391417860,45.583,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-06-30,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-01,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-02,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-03,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-04,281,16972615371214,45.857,29707107,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-05,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-06,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-07,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-08,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-09,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-10,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-11,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-12,281,16972615371214,45.857,29707107,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-13,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-14,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-15,281,16972615371214,45.857,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-16,281,17113739382497,46.238,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-17,281,17186290341516,46.434,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-18,281,17186290341516,46.434,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-19,281,17186290341516,46.434,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-20,281,17186290341516,46.434,29707107,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-21,281,17186290341516,46.434,,
burnend,무려궁수,35c279ed7941c23968be6dc83933f082,2026-07-22,281,17186290341516,46.434,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-18,281,16688861998308,45.090,19008361,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-19,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-20,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-21,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-22,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-23,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-24,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-25,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-26,281,16688861998308,45.090,19008361,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-27,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-28,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-29,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-06-30,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-01,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-02,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-03,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-04,281,16688861998308,45.090,19008361,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-05,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-06,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-07,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-08,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-09,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-10,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-11,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-12,281,16688861998308,45.090,17202341,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-13,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-14,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-15,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-16,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-17,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-18,281,16688861998308,45.090,,
burnend,터팥,2f288651db5906674ce2fc181b4cde1d,2026-07-19,281,16688861998308,45.090,,
